FRIENDLY CONVENIENCE & GROCERY CORP,"334 9TH AVENUE
NEW YORK, NY 10001",122,AX,04/30/2016,License is Inactive,1240879,"GROCERY BEER, WINE PROD",License is Inactive,4,04/12/2010,05/01/2013,04/30/2016
PRIMO COFFEE INC,"LIRR PENN STATION AMTRACK LVL
NEW YORK, NY 10001",341,RW,09/30/2017,License is Active,1241190,RESTAURANT WINE,License is Active,4,04/14/2010,10/01/2015,09/30/2017
10TH AVENUE FOOD DEPOT INC,"460 W 34TH ST
NEW YORK, NY 10001",004,ST,05/31/2010,License is Inactive,1241475,TEMPORARY PERMIT,License is Inactive,3,04/22/2010,05/02/2010,05/31/2010
K J NINE CO INC,"34 W 32ND ST STE 900
NEW YORK, NY 10001",252,OP,10/31/2012,License is Inactive,1241762,ON-PREMISES LIQUOR,License is Inactive,3,04/29/2010,11/22/2010,10/31/2012
CGM 835 AVE LLC,"839 845 AVE OF THE AMERICAS
NEW YORK, NY 10001",252,OP,05/31/2012,Expired,1242037,ON-PREMISES LIQUOR,Expired,2,05/10/2010,06/18/2010,05/31/2012
CGM 835 AVE LLC,"839 845 AVE OF THE AMERICAS
NEW YORK, NY 10001",901,OP,,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,2,"
",CGM 835 AVE LLC,BAR BASQUE;FOOD PARC,1
10TH AVENUE FOOD DEPOT INC,"460 W 34TH ST
NEW YORK, NY 10001",005,ST,06/30/2010,License is Inactive,1242538,TEMPORARY PERMIT,License is Inactive,2,05/26/2010,06/01/2010,06/30/2010
BANVILLE & JONES WINE MERCHANTS INC,"208 W 30TH ST
SUITE 301
NEW YORK, NY 10001",303,WW,12/31/2018,License is Inactive,1243182,WHOLESALE WINE,License is Inactive,4,06/11/2010,01/01/2015,12/31/2018
TRADIZIONE CORP,"247 W 35TH STREET 14TH FLOOR
7TH & 8TH
NEW YORK, NY 10001",303,WW,08/31/2016,License is Inactive,1243562,WHOLESALE WINE,License is Inactive,3,06/18/2010,09/01/2013,08/31/2016
CGM 835 AVE LLC,"839 845 AVE OF THE AMERICAS
NEW YORK, NY 10001",902,OP,05/31/2012,Expired,ON-PREMISES LIQUOR,Expired,1,"
",CGM 835 AVE LLC,BAR BASQUE;FOODPARC,1
32 HY CORP,"23 W 32ND STREET
BROADWAY AND 5TH AVENUE
NEW YORK, NY 10001",252,OP,07/31/2016,License is Active,1243859,ON-PREMISES LIQUOR,License is Active,3,06/23/2010,08/01/2014,07/31/2016
32 HY CORP,"23 W 32ND STREET
NEW YORK, NY 10001",001,ST,,License is Inactive,1243860,TEMPORARY PERMIT,License is Inactive,3,06/23/2010,,
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",ML1,OP,08/26/2010,License is Inactive,1243861,ON-PREMISES LIQUOR,License is Inactive,3,06/23/2010,08/26/2010,08/26/2010
1170BROADWAY TENANT LLC&SYMPATHY FOR THE DEVIL LLC,"1170 BWAY AKA 12W 28 & 10W 28
AND NOMAD HOTELS LLC AS MGRS
NEW YORK, NY 10001",242,HL,02/28/2018,License is Active,1243877,HOTEL LIQUOR,License is Active,4,06/23/2010,03/01/2016,02/28/2018
1170BROADWAY TENANT LLC&SYMPATHY FOR THE DEVIL LLC,"1170 BWAY AKA 12W 28 & 10W 28
AND NOMAD HOTELS LLC AS MGRS
NEW YORK, NY 10001",901,HL,02/28/2018,License is Active,HOTEL LIQUOR,License is Active,4,"
",1170BROADWAY TENANT LLC&SYMPATHY; FOR THE DEVIL LLC,NOMAD HOTEL LLC AS MGRS DBA NOMAD HOTEL,1
1170BROADWAY TENANT LLC&SYMPATHY FOR THE DEVIL LLC,"1170 BWAY AKA 12W 28 & 10W 28
AND NOMAD HOTELS LLC AS MGRS
NEW YORK, NY 10001",902,HL,02/28/2018,License is Active,HOTEL LIQUOR,License is Active,4,"
",1170BROADWAY TENANT LLC&SYMPATHY; FOR THE DEVIL LLC,NOMAD HOTEL LLC AS MGRS DBA NOMAD HOTEL,1
33RD RESTAURANT GROUP INC,"15 PENN PL AKA 401 7 AVE
6TH AVE & 7TH AVE
NEW YORK, NY 10001",252,OP,07/31/2016,License is Active,1243943,ON-PREMISES LIQUOR,License is Active,2,06/23/2010,09/12/2014,07/31/2016
ONE AFTER ANOTHER INC,"413 10TH AVE
NEW YORK, NY 10001",252,OP,10/31/2014,License is Inactive,1244236,ON-PREMISES LIQUOR,License is Inactive,2,06/24/2010,11/13/2012,10/31/2014
WICHCRAFT OPERATING LLC,"601 W 26TH STREET
NEW YORK, NY 10001",252,OP,08/31/2016,License is Active,1244312,ON-PREMISES LIQUOR,License is Active,1,06/25/2010,09/01/2014,08/31/2016
28 ST IZUMI JAPANESE RESTAURANT LLC,"139 W 28TH STREET
NEW YORK, NY 10001",341,RW,10/31/2015,License is Inactive,1245127,RESTAURANT WINE,License is Inactive,2,07/15/2010,11/01/2013,10/31/2015
TR 32 ENTERPRISE CORP,"2 W 32ND ST 402/404
NEW YORK, NY 10001",252,OP,03/31/2013,License is Inactive,1245332,ON-PREMISES LIQUOR,License is Inactive,2,07/19/2010,03/12/2012,03/31/2013
MAXI 10 PRO CORP,"10 W 32ND STREET 5TH FLOOR
NEW YORK , NY 10001",252,OP,05/31/2017,License is Active,1246373,ON-PREMISES LIQUOR,License is Active,3,08/11/2010,06/01/2015,05/31/2017
BROTHER KIKU LLC,"235 9TH AVENUE
NEW YORK , NY 10001",341,RW,09/30/2015,License is Inactive,1246547,RESTAURANT WINE,License is Inactive,2,08/17/2010,10/01/2013,09/30/2015
KIKU SUSHI INC,"235 NINTH AVENUE
NEW YORK, NY 10001",ML1,RW,,License is Inactive,1246548,RESTAURANT WINE,License is Inactive,2,08/17/2010,,
10TH AVENUE FOOD DEPOT INC,"460 W 34TH STREET
NEW YORK, NY 10001",122,A,08/31/2016,License is Active,1246606,GROCERY STORE BEER,License is Active,1,08/18/2010,09/01/2013,08/31/2016
DIAMONDROCK CHELSEA TEN LLC& MERRITT HOSP LLC,"119 121 W 28TH STREET
NEW YORK, NY 10001",242,HL,01/31/2017,License is Active,1246754,HOTEL LIQUOR,License is Active,3,08/24/2010,11/17/2015,01/31/2017
DIAMONDROCK CHELSEA TEN LLC/ALLIANCE HOSP MGMT LLC,"119 121 W 28TH STREET
NEW YORK, NY 10001",001,ST,12/06/2010,Expired,1246755,TEMPORARY PERMIT,Expired,3,08/24/2010,09/08/2010,12/06/2010
BARCLAY HOSPITALITYSERVICESINC&ALLIANCEHOSPMGMTLLC,"119 121 W 28TH ST
NEW YORK, NY 10001",ML1,HL,09/08/2010,License is Inactive,1246756,HOTEL LIQUOR,License is Inactive,3,08/24/2010,09/08/2010,09/08/2010
440 NINTH AVENUE ENTERTAINMENT LLC,"440 9TH AVE
NEW YORK, NY 10001",252,OP,11/30/2016,License is Active,1247112,ON-PREMISES LIQUOR,License is Active,1,09/02/2010,12/04/2014,11/30/2016
440 NINTH AVENUE ENTERTAINMENT LLC,"440 9TH AVE
NEW YORK, NY 10001",901,OP,11/30/2016,License is Active,ON-PREMISES LIQUOR,License is Active,1,"
",440 NINTH AVENUE ENTERTAINMENT LLC,,1
CHELSEA MANOR NYC LLC,"138 W 25TH STREET
NEW YORK , NY 10001",252,OP,09/30/2014,License is Inactive,1247283,ON-PREMISES LIQUOR,License is Inactive,4,09/08/2010,10/01/2012,09/30/2014
CARESET IMEX INC,"1178 BROADWAY STE 318
NEW YORK, NY 10001",303,WW,11/30/2016,License is Inactive,1247810,WHOLESALE WINE,License is Inactive,1,09/24/2010,12/01/2013,11/30/2016
SH 28 INC,"28 WEST 32ND STREET
NEW YORK, NY 10001",341,RW,,License is Inactive,1247829,RESTAURANT WINE,License is Inactive,2,09/24/2010,,
OBALTAN INC,"10 W 32ND STREET
NEW YORK, NY 10001",341,RW,01/31/2017,License is Active,1248116,RESTAURANT WINE,License is Active,1,10/06/2010,02/01/2015,01/31/2017
OBALTAN INC,"10 W 32ND STREET
NEW YORK, NY 10001",001,ST,02/09/2011,License is Inactive,1248117,TEMPORARY PERMIT,License is Inactive,1,10/06/2010,11/12/2010,02/09/2011
"CHUNG MOO RO, BB, INC","10 W 32ND STREET
NEW YORK, NY 10001",ML1,OP,11/12/2010,License is Inactive,1248118,ON-PREMISES LIQUOR,License is Inactive,1,10/06/2010,11/12/2010,11/12/2010
HUDSON YARDS CATERING LLC,"640 W 28TH ST
NEW YORK, NY 10001",3MF,PC,12/31/2016,Pending,2165779,PERMIT CLONE FOLDER RECORD,Pending,,10/29/2010,,12/31/2016
34TH STREET DINER INC,"481 8TH AVE
NEW Y0RK, NY 10001",341,RW,01/31/2017,License is Inactive,1248778,RESTAURANT WINE,License is Inactive,4,11/01/2010,02/10/2015,01/31/2017
3D MUSIC STUDIO INC,"32 W 32ND ST
6TH FLOOR
NEW YORK, NY 10001",344,TW,04/30/2017,License is Active,1249003,TAVERN WINE,License is Active,1,11/05/2010,05/01/2015,04/30/2017
3D MUSIC STUDIO INC,"32 W 32ND STREET 6TH FL
NEW YORK, NY 10001",001,ST,03/12/2011,Expired,1249004,TEMPORARY PERMIT,Expired,1,11/05/2010,12/13/2010,03/12/2011
MANHATTAN DING DONG DANG MUSIC STUDIO INC,"32 W 32ND STREET 6TH FL
NEW YORK, NY 10001",ML1,TW,12/13/2010,License is Inactive,1249005,TAVERN WINE,License is Inactive,1,11/05/2010,12/13/2010,12/13/2010
YOU JAZZ LLC,"215 W 29TH STREET
NEW YORK , NY 10001",252,OP,,License is Inactive,1249222,ON-PREMISES LIQUOR,License is Inactive,1,11/15/2010,,
"ART DIRECTORS CLUB, INC THE","106 W 29TH STREET
NEW YORK , NY 10001",343,CW,,License is Inactive,1249543,CLUB WINE,License is Inactive,2,11/29/2010,,
JP GLOBAL ENTERPRISE CORP,"12 W 32ND ST
ROOM 702
NEW YORK, NY 10001",303,WW,07/31/2013,Expired,1249612,WHOLESALE WINE,Expired,1,11/30/2010,08/01/2012,07/31/2013
DIAMONDROCK CHELSEA TEN LLC/ALLIANCE HOSP MGMT LLC,"119 121 W 28TH STREET
NEW YORK, NY 10001",002,ST,01/05/2011,Expired,1249712,TEMPORARY PERMIT,Expired,1,12/02/2010,12/07/2010,01/05/2011
DIAMONDROCK CHELSEA TEN LLC/CHELSEA HOSP MGMT LLC,"119 121 W 28TH STREET
NEW YORK, NY 10001",901,HL,01/31/2017,License is Active,HOTEL LIQUOR,License is Active,4,"
",DIAMONDROCK CHELSEA TEN LLC/CHELSEA HOSP MGMT LLC,CHELSEA HILTON GARDEN INN,1
CHELSEA DELI CORP,"301 10TH AVENUE
NEW YORK , NY 10001",122,AX,05/31/2017,License is Active,1250259,"GROCERY BEER, WINE PROD",License is Active,3,12/14/2010,06/01/2014,05/31/2017
WICHCRAFT OPERATING LLC,"641 W 27TH ST
NEW YORK , NY 10001",341,RW,12/31/2016,License is Active,1250403,RESTAURANT WINE,License is Active,1,12/20/2010,01/22/2015,12/31/2016
RHYTHMS OF CUBA LLC,"544 W 27TH ST
NEW YORK, NY 10001",252,OP,12/31/2015,Expired,1250640,ON-PREMISES LIQUOR,Expired,2,12/30/2010,01/01/2014,12/31/2015
DIAMONDROCK CHELSEA TEN LLC/ALLIANCE HOSP MGMT LLC,"119 121 W 28TH STREET
NEW YORK, NY 10001",003,ST,02/04/2011,License is Inactive,1250699,TEMPORARY PERMIT,License is Inactive,4,01/04/2011,01/06/2011,02/04/2011
MUSLEH D MUTHANA,"245 9TH AVE
NEW YORK, NY 10001",122,AX,,License is Inactive,1251010,"GROCERY BEER, WINE PROD",License is Inactive,1,01/13/2011,,
MUSLEH D MUTHANA,"245 9TH AVE
NEW YORK, NY 10001",001,ST,05/08/2011,License is Inactive,1251011,TEMPORARY PERMIT,License is Inactive,1,01/13/2011,02/08/2011,05/08/2011
245 EMPIRE GOURMET INC,"245 9TH AVE
NEW YORK, NY 10001",ML1,AX,,License is Inactive,1251012,"GROCERY BEER, WINE PROD",License is Inactive,1,01/13/2011,,
SLEEPNOMORE NA LLC,"530 W 27TH STREET
NEW YORK , NY 10001",256,CR,04/30/2017,License is Active,1251659,CABARET LIQUOR ,License is Active,3,02/07/2011,05/01/2015,04/30/2017
SLEEPNOMORE NA LLC,"530 W 27TH STREET
NEW YORK , NY 10001",901,CR,04/30/2017,License is Active,CABARET LIQUOR ,License is Active,3,"
",SLEEPNOMORE NA LLC ,,1
MUSIC STORY INC,"34 W 32ND ST 5TH FLOOR
NEW YORK, NY 10001",252,OP,07/31/2017,License is Inactive,1251684,ON-PREMISES LIQUOR,License is Inactive,4,02/07/2011,08/01/2015,07/31/2017
CASABLANCA MUSIC CAFE INC,"34 W 32ND ST 5TH FL
NEW YORK, NY 10001",ML1,OP,,License is Inactive,1251685,ON-PREMISES LIQUOR,License is Inactive,4,02/07/2011,,
461 7TH AVENUE MARKET INC,"461 7TH AVENUE
NEW YORK , NY 10001",341,RW,,License is Inactive,1251917,RESTAURANT WINE,License is Inactive,1,02/15/2011,,
ANTHONY LUKE LLC,"247 W 30TH ST
NEW YORK, NY 10001",901,OP,02/28/2012,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,1,"
",ANTHONY LUKE LLC,THE PARLOUR MIDTOWN,1
3D MUSIC STUDIO INC,"32 W 32ND STREET 6TH FL
NEW YORK, NY 10001",002,ST,04/11/2011,Expired,1252309,TEMPORARY PERMIT,Expired,1,03/11/2011,03/13/2011,04/11/2011
SH 28 INC,"28 W 32ND ST
NEW YORK, NY 10001",341,RW,03/31/2017,License is Inactive,1252354,RESTAURANT WINE,License is Inactive,3,03/15/2011,04/01/2015,03/31/2017
3D MUSIC STUDIO INC,"32 W 32ND STREET 6TH FL
NEW YORK, NY 10001",003,ST,05/11/2011,License is Inactive,1252363,TEMPORARY PERMIT,License is Inactive,3,03/15/2011,04/12/2011,05/11/2011
TURQUOISE LIFE LLC,"122 W 27TH ST FL 12 STE 45
NEW YORK, NY 10001",303,WW,04/30/2016,Expired,1252370,WHOLESALE WINE,Expired,3,03/15/2011,09/05/2013,04/30/2016
CBN I INC,"257 7TH AVE
NEW YORK, NY 10001",341,RW,04/30/2017,License is Active,1252930,RESTAURANT WINE,License is Active,2,04/06/2011,05/20/2015,04/30/2017
PIER 66 MARITIME INC,"205 207 12TH AVE
NEW YORK, NY 10001",903,OP,06/30/2017,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",PIER 66 MARITIME INC,LAKAWANNA BARGE,1
RLJ III F26 MNHTN LESSEE LLC;HIGHGATE HOTELS LP &,"152 158 W 26TH ST
NEW YORK, NY 10001",242,HL,10/31/2017,License is Active,1253314,HOTEL LIQUOR,License is Active,1,04/25/2011,11/01/2015,10/31/2017
RLJ III F26 MANHATTAN LESSEE LLC,"152 158 W 26TH ST
NEW YORK, NY 10001",001,ST,07/26/2011,Expired,1253315,TEMPORARY PERMIT,Expired,1,04/25/2011,04/28/2011,07/26/2011
HOTEL26 OPERATING LLC & MODE HOSPITALITY MGMT LLC,"152 W 26TH STREET
NEW YORK, NY 10001",ML1,HL,04/28/2011,License is Inactive,1253316,HOTEL LIQUOR,License is Inactive,1,04/25/2011,04/28/2011,04/28/2011
MUSLEH D MUTHANA,"245 9TH AVE
NEW YORK, NY 10001",002,ST,,License is Inactive,1253405,TEMPORARY PERMIT,License is Inactive,1,04/26/2011,,
PINCH FOOD DESIGN LLC,"537 W 27TH ST
NEW YORK, NY 10001",246,CT,09/30/2017,License is Active,1253564,CATERING ESTABLISHMENT,License is Active,3,04/29/2011,12/01/2015,09/30/2017
ONE 27 ROOF LLC,"530 542 W 27TH ST
NEW YORK, NY 10001",252,OP,05/31/2018,License is Active,1254228,ON-PREMISES LIQUOR,License is Active,2,05/18/2011,06/01/2016,05/31/2018
ONE 27 ROOF LLC,"530 542 W 27TH ST
NEW YORK, NY 10001",903,OP,05/31/2018,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",ONE 27 ROOF LLC,THE MCKITTRICK HOTEL,1
DDHK CORP,"360 9TH AVE
NEW YORK, NY 10001",341,RW,06/30/2015,License is Inactive,1254435,RESTAURANT WINE,License is Inactive,2,05/25/2011,07/02/2013,06/30/2015
K TOWN 32 CORP,"34 W 32ND ST CELLAR
NEW YORK, NY 10001",252,OP,,License is Inactive,1254658,ON-PREMISES LIQUOR,License is Inactive,3,06/06/2011,,
K2 YH INC,"34 W 32ND ST 9TH FL
NEW YORK, NY 10001",252,OP,02/28/2018,License is Active,1254836,ON-PREMISES LIQUOR,License is Active,2,06/09/2011,03/01/2016,02/28/2018
K2 YH INC,"34 W 32ND ST 9TH FL
NEW YORK, NY 10001",001,ST,09/26/2011,Expired,1254837,TEMPORARY PERMIT,Expired,2,06/09/2011,06/29/2011,09/26/2011
K J NINE CO INC,"34 W 32ND ST STE 900
NEW YORK, NY 10001",ML1,OP,06/29/2011,License is Inactive,1254838,ON-PREMISES LIQUOR,License is Inactive,2,06/09/2011,06/29/2011,06/29/2011
EMPIRE GROCERY AND DELI CORP,"245 9TH AVE
NEW YORK, NY 10001",122,AX,10/31/2014,License is Inactive,1255024,"GROCERY BEER, WINE PROD",License is Inactive,1,06/16/2011,11/15/2011,10/31/2014
EMPIRE GROCERY AND DELI CORP,"245 9TH AVE
NEW YORK, NY 10001",001,ST,,License is Inactive,1255025,TEMPORARY PERMIT,License is Inactive,1,06/16/2011,,
245 EMPIRE GOURMET INC,"245 9TH AVE
NEW YORK, NY 10001",ML2,AX,,License is Inactive,1255026,"GROCERY BEER, WINE PROD",License is Inactive,2,06/16/2011,,
DAVIDS TENTH INC,"433 W 34TH ST
NEW YORK, NY 10001",141,EB,,License is Inactive,1255274,EATING PLACE BEER,License is Inactive,3,06/23/2011,,
KOBEYAKI RESTAURANT PARTNERS LLC,"293 7TH AVE
NEW YORK, NY 10001",341,RW,09/30/2017,License is Active,1255654,RESTAURANT WINE,License is Active,3,07/07/2011,10/01/2015,09/30/2017
ANGELIC FOODS INC,"101 W 25TH ST
NEW YORK, NY 10001",252,OP,08/31/2017,License is Active,1255707,ON-PREMISES LIQUOR,License is Active,1,07/11/2011,10/05/2015,08/31/2017
CAFE AU BON GOUT INC,"116 W 32ND STREET
NEW YORK, NY 10001",341,RW,06/30/2015,License is Inactive,1255721,RESTAURANT WINE,License is Inactive,1,07/11/2011,07/01/2013,06/30/2015
RLJ III F26 MANHATTAN LESSEE LLC,"152 158 W 26TH ST
NEW YORK, NY 10001",002,ST,08/25/2011,Expired,1256018,TEMPORARY PERMIT,Expired,1,07/21/2011,07/27/2011,08/25/2011
EROS MGMNT & REALTY LLC & HCS HOSPITALITY INC.,"345 W 35TH ST
NEW YORK, NY 10001",242,HL,12/31/2017,License is Active,1256131,HOTEL LIQUOR,License is Active,2,07/26/2011,01/01/2016,12/31/2017
18 FOOLS LLC,"29 W 35TH ST
NEW YORK, NY 10001",252,OP,03/31/2018,License is Active,1256434,ON-PREMISES LIQUOR,License is Active,2,08/04/2011,04/01/2016,03/31/2018
CHICKPEA AT PENN INC,"8TH AVE 33RD ST PENN STATION
NEW YORK, NY 10001",341,RW,,License is Inactive,1256450,RESTAURANT WINE,License is Inactive,2,08/04/2011,,
43 FOOD CORP,"1250 BROADWAY 39TH FL
NEW YORK, NY 10001",252,OP,08/31/2016,License is Active,1256685,ON-PREMISES LIQUOR,License is Active,4,08/11/2011,09/02/2014,08/31/2016
HERALD SQUARE WINE & LIQUORS LTD,"41 W 35TH ST
NEW YORK, NY 10001",222,L,,License is Inactive,1256725,LIQUOR STORE,License is Inactive,1,08/12/2011,,
345 RESTAURANT A LLC,"345 7TH AVE
NEW YORK, NY 10001",341,RW,09/30/2017,License is Active,1256744,RESTAURANT WINE,License is Active,2,08/15/2011,12/03/2015,09/30/2017
RLJ III F26 MANHATTAN LESSEE LLC,"152 158 W 26TH ST
NEW YORK, NY 10001",003,ST,09/24/2011,Expired,1256808,TEMPORARY PERMIT,Expired,1,08/18/2011,08/26/2011,09/24/2011
DUBCORK INC,"215 W 28TH ST
NEW YORK, NY 10001",252,OP,02/28/2014,Expired,1257127,ON-PREMISES LIQUOR,Expired,2,08/31/2011,03/29/2012,02/28/2014
DUBCORK INC,"215 W 28TH ST
NEW YORK, NY 10001",902,OP,02/28/2014,Expired,ON-PREMISES LIQUOR,Expired,2,"
",DUBCORK INC,SMITHFIELD,1
PORTENO LLC,"299 10TH AVE
NEW YORK, NY 10001",252,OP,10/31/2017,License is Active,1257329,ON-PREMISES LIQUOR,License is Active,2,09/08/2011,11/01/2015,10/31/2017
DONG CHUN HONG INC,"312 5TH AVE
NEW YORK, NY 10001",252,OP,12/31/2017,License is Active,1257397,ON-PREMISES LIQUOR,License is Active,4,09/12/2011,01/01/2016,12/31/2017
RLJ III F26 MANHATTAN LESSEE LLC,"152 158 W 26TH ST
NEW YORK, NY 10001",004,ST,10/24/2011,Expired,1257516,TEMPORARY PERMIT,Expired,1,09/19/2011,09/25/2011,10/24/2011
K2 YH INC,"34 W 32ND ST 9TH FL
NEW YORK, NY 10001",002,ST,10/26/2011,Expired,1257526,TEMPORARY PERMIT,Expired,2,09/19/2011,09/27/2011,10/26/2011
461 7TH AVENUE MARKET INC,"461 7TH AVE
NEW YORK, NY 10001",341,RW,10/31/2017,License is Active,1258025,RESTAURANT WINE,License is Active,1,10/06/2011,11/01/2015,10/31/2017
LONDON GROCERY CORP,"252 10TH AVE
NEW YORK, NY 10001",122,AX,09/30/2017,License is Active,1258082,"GROCERY BEER, WINE PROD",License is Active,4,10/12/2011,10/01/2014,09/30/2017
240 BBJ PUB INC,"240 W 35TH ST
NEW YORK, NY 10001",252,OP,08/31/2016,License is Active,1258120,ON-PREMISES LIQUOR,License is Active,1,10/12/2011,09/01/2014,08/31/2016
240 BBJ PUB INC,"240 W 35TH ST
NEW YORK, NY 10001",901,OP,08/31/2016,License is Active,ON-PREMISES LIQUOR,License is Active,1,"
",240 BBJ PUB INC,,1
